,Company Name,ISIN,Near term - Target Status,Near term - Target Classification,Near term - Target Year,Long term - Target Status,Long term - Target Classification,Long term - Target Year,Net-Zero Committed,Net-Zero Year,Organization Type,BA1.5?,BA1.5 Date,Country,Region,Sector,Date,Target,Target Classification,Extension,scope,reduction_percentage,target_year,base_year,perimeter
1964,Fever-Tree,GB00BRJ9BJ26,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Food and Beverage Processing,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Fever-Tree commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,50%,2030,2018,GHG emissions
1965,Fever-Tree,GB00BRJ9BJ26,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Food and Beverage Processing,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Fever-Tree commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,50%,2030,2018,GHG emissions
1966,Viñedos Emiliana S.A.,CLP1744K1070,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Chile,Latin America,Food and Beverage Processing,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Viñedos Emiliana S.A.commits to reduce absolute scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,46%,2030,2019,GHG emissions
1967,Viñedos Emiliana S.A.,CLP1744K1070,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Chile,Latin America,Food and Beverage Processing,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Viñedos Emiliana S.A.commits to reduce absolute scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,46%,2030,2019,GHG emissions
1968,Di Luca & Di Luca AB,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Sweden,Europe,Food and Beverage Processing,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Di Luca & Di Luca AB commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,50%,2030,2018,GHG emissions
1969,Di Luca & Di Luca AB,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Sweden,Europe,Food and Beverage Processing,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Di Luca & Di Luca AB commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,50%,2030,2018,GHG emissions
1970,Blue Sky Botanics,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Food and Beverage Processing,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Blue Sky Botanics commits to reduce absolute scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,46%,2030,2019,GHG emissions
1971,Blue Sky Botanics,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Food and Beverage Processing,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Blue Sky Botanics commits to reduce absolute scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,46%,2030,2019,GHG emissions
1972,Colt Group Holdings Limited,,Targets Set,1.5°C,"2030, 2025",,,,No,,Company,No,,United Kingdom (UK),Europe,Telecommunication Services,01/10/2021,"Colt Technology Services commits to reduce absolute scope 1 & 2 GHG emissions 47% by 2030 from a 2019 base year. Colt Technology Services commits to reduce absolute scope 3 GHG emissions 28% over the same timeframe. Colt Technology Services commits that 93% of its suppliers by emissions covering purchased goods and services and capital goods, will have science-based targets by 2025.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,47%,2030,2019,GHG emissions
1973,Colt Group Holdings Limited,,Targets Set,1.5°C,"2030, 2025",,,,No,,Company,No,,United Kingdom (UK),Europe,Telecommunication Services,01/10/2021,"Colt Technology Services commits to reduce absolute scope 1 & 2 GHG emissions 47% by 2030 from a 2019 base year. Colt Technology Services commits to reduce absolute scope 3 GHG emissions 28% over the same timeframe. Colt Technology Services commits that 93% of its suppliers by emissions covering purchased goods and services and capital goods, will have science-based targets by 2025.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,47%,2030,2019,GHG emissions
1974,MITCON Consultancy & Engineering Services Limited,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,Yes,01/08/2021,India,Asia,Professional Services,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ MITCON Consultancy & Engineering Services Limited commits to reduce absolute scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,46%,2030,2019,GHG emissions
1975,MITCON Consultancy & Engineering Services Limited,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,Yes,01/08/2021,India,Asia,Professional Services,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ MITCON Consultancy & Engineering Services Limited commits to reduce absolute scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,46%,2030,2019,GHG emissions
1976,Persimmon PLC,,Targets Set,1.5°C,2030,,,,No,,Company,Yes,01/08/2021,United Kingdom (UK),Europe,Homebuilding,01/08/2021,Persimmon PLC commits to reduce absolute scope 1 and 2 GHG emissions 46.2% by 2030 from a 2019 base year. Persimmon PLC commits to reduce scope 3 GHG emissions 22% per square meter of completed floor area within the same timeframe.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,46.2%,2030,2019,GHG emissions
1977,Persimmon PLC,,Targets Set,1.5°C,2030,,,,No,,Company,Yes,01/08/2021,United Kingdom (UK),Europe,Homebuilding,01/08/2021,Persimmon PLC commits to reduce absolute scope 1 and 2 GHG emissions 46.2% by 2030 from a 2019 base year. Persimmon PLC commits to reduce scope 3 GHG emissions 22% per square meter of completed floor area within the same timeframe.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,46.2%,2030,2019,GHG emissions
1978,Valmet,,Targets Set,1.5°C,2030,,,,No,,Company,No,,Finland,Europe,Electrical Equipment and Machinery,01/08/2021,"Valmet commits to reduce absolute scope 1 and 2 GHG emissions 80% by 2030 from a 2019 baseyear.* Valmet commits to reduce absolute scope 3 GHG emissions from purchased goods and services and upstream transportation and distribution 20%, from use of sold products 60% and from business travel 30% within the same timeframe.*The target boundary includes biogenic emissions and removals frombioenergy feedstocks.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
1979,Next plc,,Targets Set,1.5°C,2030,,,,No,,Company,No,,United Kingdom (UK),Europe,Retailing,01/08/2021,NEXT commits to reduce absolute scope 1 and 2 GHG emissions 55% by FY2030 from an FY2017 base year. NEXT also commits to reduce scope 3 GHG emissions 40% per million GBP (British pounds) of sales and scope 3 GHG emissions from indirect use of sold products 40% per million GBP (British pounds) of sales by FY2030 from an FY2020 base year.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
1980,Dürr AG,,Targets Set,1.5°C,2030,,,,Yes,,Company,Yes,01/08/2021,Germany,Europe,Construction and Engineering,01/02/2022,The Dürr Group commits to reduce absolute scope 1 and 2 GHG emissions 70% by 2030 from 2019 base year.* The Dürr Group also commits to reduce absolute scope 3 GHG emissions 15% over the same timeframe.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
1981,COLAS Ltd,,Targets Set,1.5°C,2030,,,,No,,Company,Yes,01/08/2021,United Kingdom (UK),Europe,Construction and Engineering,01/11/2021,*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
1982,"Nissan Motor Co., Ltd.",,Targets Set,Well-below 2°C,2030,,,,Yes,,Company,Yes,01/04/2021,Japan,Asia,Automobiles and Components,01/08/2021,"Nissan Motor Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. Nissan Motor Co., Ltd. also commits to reduce scope 3 GHG emissions from use of sold products 32.5% per vehicle kilometer over the same time frame.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,1,30%,2030,2018,GHG emissions
1983,"Nissan Motor Co., Ltd.",,Targets Set,Well-below 2°C,2030,,,,Yes,,Company,Yes,01/04/2021,Japan,Asia,Automobiles and Components,01/08/2021,"Nissan Motor Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. Nissan Motor Co., Ltd. also commits to reduce scope 3 GHG emissions from use of sold products 32.5% per vehicle kilometer over the same time frame.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,2,30%,2030,2018,GHG emissions
1984,Experian,GB00B19NLV48,Targets Set,1.5°C,2030,,,,No,,Company,No,,Ireland,Europe,"Specialized Financial Services, Consumer Finance, Insurance Brokerage Firms",01/08/2021,"Experian Group commits to reduce absolute scope 1 and 2 GHG emissions 50.1% by FY2030 from a FY2019 base year. Experian Group also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, fuel and energy related activities, and business travel by 15% within the same timeframe.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
1985,"TSUYAKIN, Inc.",,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Japan,Asia,"Textiles, Apparel, Footwear and Luxury Goods",01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ TSUYAKIN, Inc. commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,50%,2030,2018,GHG emissions
1986,"TSUYAKIN, Inc.",,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Japan,Asia,"Textiles, Apparel, Footwear and Luxury Goods",01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ TSUYAKIN, Inc. commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,50%,2030,2018,GHG emissions
1987,ITR Concession Company LLC,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United States of America (USA),North America,Ground Transportation - Highways and Railtracks,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ ITR Concession Company LLC commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,50%,2030,2018,GHG emissions
1988,ITR Concession Company LLC,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United States of America (USA),North America,Ground Transportation - Highways and Railtracks,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ ITR Concession Company LLC commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,50%,2030,2018,GHG emissions
1989,"TOYOKOKA Co., Ltd.",,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Japan,Asia,Electrical Equipment and Machinery,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ TOYOKOKA Co., Ltd. commits to reduce absolute scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,46%,2030,2019,GHG emissions
1990,"TOYOKOKA Co., Ltd.",,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Japan,Asia,Electrical Equipment and Machinery,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ TOYOKOKA Co., Ltd. commits to reduce absolute scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,46%,2030,2019,GHG emissions
1991,Grimshaw,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Professional Services,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Grimshaw commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,50%,2030,2018,GHG emissions
1992,Grimshaw,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Professional Services,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Grimshaw commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,50%,2030,2018,GHG emissions
1993,Société Foncière Lyonnaise,FR0000033409,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,France,Europe,Real Estate,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Société Foncière Lyonnaise commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,50%,2030,2018,GHG emissions
1994,Société Foncière Lyonnaise,FR0000033409,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,France,Europe,Real Estate,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Société Foncière Lyonnaise commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,50%,2030,2018,GHG emissions
1995,Moonpig Group plc,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Retailing,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Moonpig Group plc commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,50%,2030,2018,GHG emissions
1996,Moonpig Group plc,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Retailing,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Moonpig Group plc commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,50%,2030,2018,GHG emissions
1997,Vestre AS,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Norway,Europe,"Consumer Durables, Household and Personal Products",01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Vestre AS commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,50%,2030,2018,GHG emissions
1998,Vestre AS,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Norway,Europe,"Consumer Durables, Household and Personal Products",01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Vestre AS commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,50%,2030,2018,GHG emissions
1999,CV De Bandt Advocaten – Avocats Attorneys Rechtsanwalte,,Targets Set,Well-below 2°C,2030,,,,No,,Small or Medium Enterprise,No,,Belgium,Europe,Professional Services,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ CV De Bandt Advocaten – Avocats Attorneys Rechtsanwalte commits to reduce absolute scope 1 and scope 2 GHG emissions 30% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,1,30%,2030,2018,GHG emissions
2000,CV De Bandt Advocaten – Avocats Attorneys Rechtsanwalte,,Targets Set,Well-below 2°C,2030,,,,No,,Small or Medium Enterprise,No,,Belgium,Europe,Professional Services,01/08/2021,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ CV De Bandt Advocaten – Avocats Attorneys Rechtsanwalte commits to reduce absolute scope 1 and scope 2 GHG emissions 30% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,2,30%,2030,2018,GHG emissions
2001,"Illumina, Inc.",US4523271090,Targets Set,1.5°C,2030,,,,No,,Company,Yes,01/08/2021,United States of America (USA),North America,"Pharmaceuticals, Biotechnology and Life",01/09/2021,"Illumina, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 46% by 2030 from a 2019 base year. Illumina, Inc. commits to increase annual sourcing of renewable electricity from 0.6% in 2019 to 100% by 2030. Illumina, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 100% by 2050 from a 2019 base year. Illumina, Inc. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods, upstream transportation and distribution, business travel, employee commuting and investments 46% by 2030 from a 2019 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,46%,2030,2019,GHG emissions
2002,"Illumina, Inc.",US4523271090,Targets Set,1.5°C,2030,,,,No,,Company,Yes,01/08/2021,United States of America (USA),North America,"Pharmaceuticals, Biotechnology and Life",01/09/2021,"Illumina, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 46% by 2030 from a 2019 base year. Illumina, Inc. commits to increase annual sourcing of renewable electricity from 0.6% in 2019 to 100% by 2030. Illumina, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 100% by 2050 from a 2019 base year. Illumina, Inc. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods, upstream transportation and distribution, business travel, employee commuting and investments 46% by 2030 from a 2019 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,46%,2030,2019,GHG emissions
2003,"Illumina, Inc.",US4523271090,Targets Set,1.5°C,2030,,,,No,,Company,Yes,01/08/2021,United States of America (USA),North America,"Pharmaceuticals, Biotechnology and Life",01/09/2021,"Illumina, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 46% by 2030 from a 2019 base year. Illumina, Inc. commits to increase annual sourcing of renewable electricity from 0.6% in 2019 to 100% by 2030. Illumina, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 100% by 2050 from a 2019 base year. Illumina, Inc. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods, upstream transportation and distribution, business travel, employee commuting and investments 46% by 2030 from a 2019 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,100%,2050,2019,GHG emissions
2004,"Illumina, Inc.",US4523271090,Targets Set,1.5°C,2030,,,,No,,Company,Yes,01/08/2021,United States of America (USA),North America,"Pharmaceuticals, Biotechnology and Life",01/09/2021,"Illumina, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 46% by 2030 from a 2019 base year. Illumina, Inc. commits to increase annual sourcing of renewable electricity from 0.6% in 2019 to 100% by 2030. Illumina, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 100% by 2050 from a 2019 base year. Illumina, Inc. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods, upstream transportation and distribution, business travel, employee commuting and investments 46% by 2030 from a 2019 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,100%,2050,2019,GHG emissions
2005,"Illumina, Inc.",US4523271090,Targets Set,1.5°C,2030,,,,No,,Company,Yes,01/08/2021,United States of America (USA),North America,"Pharmaceuticals, Biotechnology and Life",01/09/2021,"Illumina, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 46% by 2030 from a 2019 base year. Illumina, Inc. commits to increase annual sourcing of renewable electricity from 0.6% in 2019 to 100% by 2030. Illumina, Inc. commits to reduce absolute scope 1 and 2 GHG emissions 100% by 2050 from a 2019 base year. Illumina, Inc. also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods, upstream transportation and distribution, business travel, employee commuting and investments 46% by 2030 from a 2019 base year.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,3,46%,2030,2019,"GHG emissions from purchased goods and services, capital goods, upstream transportation and distribution, business travel, employee commuting and investments"
2006,Goodman CE,,Targets Set,1.5°C,2030,,,,No,,Company,No,,Belgium,Europe,Real Estate,01/01/2022,Goodman CE commits to reduce absolute scope 1 and 2 GHG emissions 70% by 2030 from a 2019 base year. Goodman CE also commits to reduce scope 3 GHG emissions 55% per unit within the same timeframe.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,70%,2030,2019,GHG emissions
2007,Goodman CE,,Targets Set,1.5°C,2030,,,,No,,Company,No,,Belgium,Europe,Real Estate,01/01/2022,Goodman CE commits to reduce absolute scope 1 and 2 GHG emissions 70% by 2030 from a 2019 base year. Goodman CE also commits to reduce scope 3 GHG emissions 55% per unit within the same timeframe.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,70%,2030,2019,GHG emissions
2008,Cushman & Wakefield,GB00BFZ4N465,Targets Set,1.5°C,"2030, 2025",,,,Yes,,Company,Yes,01/08/2021,United States of America (USA),North America,Real Estate,01/09/2021,"Cushman & Wakefield commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year. Cushman & Wakefield also commits that 70% of its customers by emissions covering use of sold products, will have science-based targets by 2025.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,50%,2030,2019,GHG emissions
2009,Cushman & Wakefield,GB00BFZ4N465,Targets Set,1.5°C,"2030, 2025",,,,Yes,,Company,Yes,01/08/2021,United States of America (USA),North America,Real Estate,01/09/2021,"Cushman & Wakefield commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2019 base year. Cushman & Wakefield also commits that 70% of its customers by emissions covering use of sold products, will have science-based targets by 2025.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,50%,2030,2019,GHG emissions
2010,Boral Limited,AU000000BLD2,Targets Set,1.5°C,,,,,Yes,,Company,Yes,01/08/2021,Australia,Oceania,Construction Materials,01/12/2021,Boral commits to reduce absolute scope 1 and 2 GHG emissions 46% by FY2030 from a FY2019 base year.* Boral also commits to reduce scope 3 GHG emissions 22% per tonne of cementitious material within the same timeframe. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
